hskId,simplified,traditional,pinyin,definitions,book,hsk,lesson,dialog,nw,example,exampleTranslation,oofc,pn,weight,index
3854,拥有,擁有,yōng yǒu,to have/to possess,6,6,15,1,47,他至少拥有75万英镑的财产。,He was in fact worth at least three-quarters of a million.,,,1499,0
3855,宇宙,宇宙,yǔ zhòu,universe/cosmos,6,6,15,扩展,,宇宙究竟是开放的，还是封闭的？,Is the universe open or closed?,,,305,0
3856,塔,墖,tǎ,old variant of 塔[tǎ],6,6,15,扩展,,这座塔倒塌了，成为一堆废墟。,The tower collapsed in a heap of ruin.,,,572,0
3856,塔,塔,tǎ,pagoda/tower/minaret/stupa (abbr. loanword from Sanskrit tapo)/CL:座[zuò],6,6,15,扩展,,这座塔倒塌了，成为一堆废墟。,The tower collapsed in a heap of ruin.,,,572,0
3857,杂技,雜技,zá jì,acrobatics/CL:場|场[chǎng],6,6,15,扩展,,那场杂技表演使孩子们很欢乐。,The circus entertained the children.,,,5,0
3858,天然气,天然氣,tiān rán qì,natural gas,6,6,15,扩展,,分发天然气的主干道,a main pipeline that distributes natural gas,,,7,0
3859,气象,氣象,qì xiàng,meteorological feature/CL:個|个[gè]/meteorology/atmosphere/ambience/scene,6,6,15,扩展,,每天早晨我收听气象报广播。,I listen to the weather forecast on the radio every morning.,,,12,0
3860,冰雹,冰雹,bīng báo,"hail/hailstone/CL:場|场[cháng],粒[lì]",6,6,15,扩展,,冰雹损坏了我们家乡的庄稼。,The hail has played the bear with the crops of our hometown.,,,40,0
3861,太空,太空,tài kōng,outer space,6,6,15,扩展,,太空旅行者成功地登上月球。,The space travellers made a successful landing on the moon.,,,106,0
3862,亭子,亭子,tíng zi,pavilion,6,6,15,扩展,,我想在亭子前面拍一张照。,I'd like to take a picture of me in front of the pavilion.,,,10,0
3863,泡沫,泡沫,pào mò,foam/(soap) bubble/(economic) bubble,6,6,15,扩展,,肥皂在海水里不起泡沫。,Soap will not lather in sea-water.,,,204,0
3864,台风,臺風,tái fēng,"stage presence, poise",6,6,15,扩展,,台风吹倒了数百棵树。,The typhoon prostrated hundreds of trees.,,,132,0
3864,台风,颱風,tái fēng,hurricane/typhoon,6,6,15,扩展,,台风吹倒了数百棵树。,The typhoon prostrated hundreds of trees.,,,132,0
3865,淡水,淡水,dàn shuǐ,"Danshui or Tanshui town in New Taipei City 新北市[xīn běi shì], Taiwan",6,6,15,扩展,,淡水在摄氏零度结冰。,Fresh water freezes at 0 centigrade.,,,22,0
3865,淡水,淡水,dàn shuǐ,potable water (water with low salt content)/fresh water,6,6,15,扩展,,淡水在摄氏零度结冰。,Fresh water freezes at 0 centigrade.,,,22,1
3866,压岁钱,壓歲錢,yā suì qián,money given to children as new year present,6,6,15,扩展,,孩子得到了压岁钱。,Children get lucky money.,,,3,0
3867,气压,氣壓,qì yā,atmospheric pressure/barometric pressure,6,6,15,扩展,,气压表迅速上升。,The barometre is jumping up rapidly.,,,4,0
3868,书法,書法,shū fǎ,calligraphy/handwriting/penmanship,6,6,15,扩展,,我酷爱书法。,I take great enjoyment in writing.,,,268,0
3870,压抑,壓抑,yā yì,to constrain or repress emotions/oppressive/stifling/depressing/repression,6,6,16,1,2,我精神上感到很压抑。,I felt spiritually very depressed.,,,45,0
3871,完毕,完畢,wán bì,to finish/to end/to complete,6,6,16,1,3,庄稼已妥善收获完毕。,The harvest has been safely gathered in.,,,37,0
3872,瞪,瞪,dèng,to open (one's eyes) wide/to stare at/to glare at,6,6,16,1,4,她恶狠狠地瞪了他一眼。,She gave him a malign look.,,,29,0
3873,注视,注視,zhù shì,to watch attentively/to gaze at,6,6,16,1,5,她注视着正前方。,She stares directly ahead of her.,,,75,0
3874,斑,斑,bān,spot/colored patch/stripe/spotted/striped/variegated,6,6,16,1,6,墙上的湿斑。,Wet patches on the wall.,,,321,0
3875,濒临,瀕臨,bīn lín,on the edge of/(fig.) on the verge of/close to,6,6,16,1,7,濒临灭绝。,on the edge of extinction,,,18,0
3876,致力,致力,zhì lì,to work for/to devote one's efforts to,6,6,16,1,8,她毕生致力于帮助穷人。,She dedicated her life to helping the poor.,,,162,0
3877,领袖,領袖,lǐng xiù,"leader/CL:個|个[gè],位[wèi],名[míng]",6,6,16,1,9,他是个有众多追随者的领袖。,He is a leader with many adherents.,,,239,0
3878,辨认,辨認,biàn rèn,to recognize/to identify,6,6,16,1,10,不易辨认的潦草笔迹,an illegible scribble,,,3,0
3879,现状,現狀,xiàn zhuàng,current situation,6,6,16,1,11,事情的现状,the present status of affairs,,,70,0
3880,识别,識別,shí bié,to distinguish/to discern,6,6,16,1,12,他逐步学会了识别需要用的草药。,He gradually learned to recognize the herbs used.,,,124,0
3881,来历,來歷,lái lì,history/antecedents/origin,6,6,16,1,13,关于他俩的来历，传说不少。,There are many anecdotes and stories about the personal history of these two religious figures.,,,38,0
3882,苦涩,苦澀,kǔ sè,bitter and astringent/pained/agonized,6,6,16,1,14,他那不适宜的话给谈话增添一份苦涩。,His unfortunate remarks introduced a note of bitterness into the conversation.,,,8,0
3883,指望,指望,zhǐ wàng,to hope for sth/to count on/hope,6,6,16,1,15,你别指望我整天为你打杂。,You can't expect me to fetch and carry for you all day.,,,38,0
3884,严峻,嚴峻,yán jùn,grim/severe/rigorous,6,6,16,1,16,国际形势极为严峻。,The international situation is extremely serious.,,,22,0
3885,空白,空白,kòng bái,blank space,6,6,16,1,17,我们的发现填补了这个空白。,Our findings filled the gap.,,,85,0
3886,琢磨,琢磨,zuó mo,to ponder/to mull over/to think through/Taiwan pr. [zhuó mó],6,6,16,1,18,他琢磨了一会儿。,For a moment he was thoughtful.,,,11,0
3887,昼夜,晝夜,zhòu yè,"day and night/period of 24 hours/continuously, without stop",6,6,16,1,19,昼夜交替。,Day alternates with night.,,,58,0
3888,奔波,奔波,bēn bō,to rush about/to be constantly on the move,6,6,16,1,20,人到晚年仍然奔波劳累，牵肠挂肚。,Life in old age continues to be work and worry.,,,12,0
3889,渴望,渴望,kě wàng,to thirst for/to long for,6,6,16,1,21,渴望赚钱。,have a craving to make money,,,293,0
3890,足以,足以,zú yǐ,sufficient to.../so much so that/so that,6,6,16,1,22,被子的厚度不足以为他御寒。,The quilt is not thick enough to protect him from the cold.,,,80,0
3891,心甘情愿,心甘情願,xīn gān qíng yuàn,"delighted to (do sth, idiom)/perfectly happy to do/most willing to do",6,6,16,1,23,他心甘情愿地干活，改善了她对他的印象。,His willingness to work redeemed him in her eyes.,,,1,0
3892,以便,以便,yǐ biàn,so that/so as to/in order to,6,6,16,1,24,人们把鱼熏制一下以便保存。,People smoke fish to preserve them.,,,109,0
3893,支撑,支撐,zhī chēng,to prop up/to support/strut/brace,6,6,16,1,25,有两根大木柱支撑着房顶。,There are two large wooden supports that hold up the roof.,,,65,0
3894,畅销,暢銷,chàng xiāo,to sell well/best seller/chart-topping,6,6,16,1,26,他写过两部畅销书。,He authored two best-sellers.,,,14,0
3895,报酬,報酬,bào chou,reward/remuneration,6,6,16,1,27,他将为此而得到报酬。,He will be paid therefor.,,,142,0
3896,童话,童話,tóng huà,children's fairy tales,6,6,16,1,28,童话大王,King of Children's Stories: Monthly of Zheng Yuanjie's Works,,,93,0
3897,课题,課題,kè tí,task/problem/issue,6,6,16,1,29,她对这个课题一点也不感兴趣。,She wasn't in the least interested in the subject.,,,39,0
3898,立体,立體,lì tǐ,three-dimensional/solid/stereoscopic,6,6,16,1,30,立体声广播,a stereophonic broadcast,,,45,0
3899,还原,還原,huán yuán,to restore to the original state/to reconstruct (an event)/reduction (chemistry),6,6,16,1,31,生物学中的还原论表现为两大形式。,Reductionism takes two general forms in biology.,,,66,0
3900,名副其实,名副其實,míng fù qí shí,"not just in name only, but also in reality (idiom)",6,6,16,1,32,他是个名副其实的懦夫。,He was a great coward.,,,16,0
3901,高超,高超,gāo chāo,excellent/superlative,6,6,16,1,33,品德高超的人,a man of eminent virtue,,,3,0
3902,素质,素質,sù zhì,inner quality/basic essence,6,6,16,1,34,其实，他的性格并不乏聪明机灵的素质。,He might once have had the makings of a clever character.,,,160,0
3903,号召,號召,hào zhào,to call/to appeal,6,6,16,1,35,他们号召会员示威反对警察的暴行。,They called on their members to demonstrate against the brutality of the police.,,,15,0
3904,证实,證實,zhèng shí,to confirm (sth to be true)/to verify,6,6,16,1,36,我不能证实他的话。,I was unable to prove the truth of what be said.,,,103,0
3905,成效,成效,chéng xiào,effect/result,6,6,16,1,37,富有成效的会议。,a productive meeting,,,26,0
3906,显著,顯著,xiǎn zhù,outstanding/notable/remarkable/statistically significant,6,6,16,1,38,这么多年来他发生了显著的变化。,he changed noticeably over the years.,,,74,0
3907,用户,用戶,yòng hù,user/consumer/subscriber/customer,6,6,16,1,39,记住用户的选择,Remember user choices,,,12351,0
3908,浓厚,濃厚,nóng hòu,"dense/thick (fog, clouds etc)/to have a strong interest in/deep/fully saturated (color)",6,6,16,1,40,他使那些学生对文学产生了浓厚的兴趣。,He had the students all in a state of exaltation about literature.,,,28,0
3909,统计,統計,tǒng jì,statistics/to count/to add up,6,6,16,1,41,他教授统计学。,He is a professor of statistics.,,,1324,0
3910,权威,權威,quán wēi,authority/authoritative/power and prestige,6,6,16,1,42,他是著名的英国文学权威。,He is a noted authority on English literature.,,,852,0
3911,鉴别,鑑別,jiàn bié,to differentiate/to distinguish,6,6,16,1,43,她是鉴别酒的专家。,She’s a good judge of wine.,,,111,0
3912,评估,評估,píng gū,to evaluate/to assess/assessment/evaluation,6,6,16,1,44,他对形势作了细致的评估。,He made a careful assessment of the situation.,,,152,0
3913,队伍,隊伍,duì wǔ,"ranks/troops/queue/line/procession/CL:個|个[gè],支[zhī],條|条[tiáo]",6,6,16,1,45,游行队伍慢慢地向前行进。,The parade passed along slowly.,,,36,0
3914,协商,協商,xié shāng,to consult with/to talk things over/agreement,6,6,16,扩展,,他们之间存在的分歧应通过协商解决。,The difficulty among them should be resolved by consultation.,,,49,0
3915,奖赏,獎賞,jiǎng shǎng,reward/prize/award,6,6,16,扩展,,这种勇敢的行为应该得到更好的奖赏。,That brave deed merited a better reward.,,,141,0
3916,区分,區分,qū fēn,to differentiate/to draw a distinction/to divide into categories,6,6,16,扩展,,我无法区分这辆和那辆车子。,I can't tell one car from the other.,,,130,0
3917,恐吓,恐嚇,kǒng hè,to threaten/to menace,6,6,16,扩展,,罪犯向地面射击以为恐吓。,The criminal shot down at the ground to frighten everyone.,,,19,0
3918,范畴,範疇,fàn chóu,category,6,6,16,扩展,,时、空、质、量都是范畴。,"Time, place, quantity and quality are categories.",,,32,0
3919,谅解,諒解,liàng jiě,to understand/to make allowances for/understanding,6,6,16,扩展,,我们对他的无知必须谅解。,We must make allowances for his ignorance.,,,22,0
3920,发布,發布,fā bù,to release/to issue/to announce/to distribute,6,6,16,扩展,,这消息是官方发布的吗？,Is the news official?,,,4176,0
3920,发布,發佈,fā bù,to release/to issue/to announce/to distribute/also written 發布|发布[fā bù],6,6,16,扩展,,这消息是官方发布的吗？,Is the news official?,,,4176,0
3921,洽谈,洽談,qià tán,to discuss,6,6,16,扩展,,我们与厂家直接洽谈。,We made direct arrangements with the manufacturers.,,,24,0
3922,勉励,勉勵,miǎn lì,to encourage,6,6,16,扩展,,大家的勉励鼓舞了我。,Everybody's reassurances have encouraged me.,,,13,0
3923,坚固,堅固,jiān gù,firm/firmly/hard/stable,6,6,16,扩展,,皮袋子比纸袋子坚固。,A leather bag is tougher than a paper bag.,,,51,0
3924,公告,公告,gōng gào,post/announcement,6,6,16,扩展,,他把公告贴在墙上。,He pasted the bulletin on the wall.,,,542,0
3925,布告,佈告,bù gào,posting on a bulletin board/notice/bulletin/to announce,6,6,16,扩展,,把通知钉在布告板上,tack a notice on a bulletin board,,,0,0
3926,诞辰,誕辰,dàn chén,birthday,6,6,16,扩展,,孙中山诞辰纪念日,the anniversary of Dr. Sun Yat-sen's birth.,,,10,0
3927,牢固,牢固,láo gù,firm/secure,6,6,16,扩展,,这房子地基牢固。,This house stands on firm ground.,,,58,0
3928,谦逊,謙遜,qiān xùn,humble/modest/unpretentious/modesty,6,6,16,扩展,,谦逊造完人。,Only humility and submission can make a perfect man.,,,27,0
3929,挥霍,揮霍,huī huò,to squander money/extravagant/prodigal/free and easy/agile,6,6,16,扩展,,她挥霍金钱。,She is profuse with [of] her money.,,,11,0
3930,藐视,藐視,miǎo shì,to despise/to look down on,6,6,16,扩展,,藐视舆论,contemptuous of public opinion,,,52,0
3931,场面,場面,chǎng miàn,scene/spectacle/occasion/situation,6,6,17,1,1,当年的战斗场面又重现在他眼前。,The battle scenes of that year reappeared in his mind.,,,23,0
3932,端,端,duān,end/extremity/item/port/to hold sth level with both hands/to carry/regular,6,6,17,1,2,她用托盘端来了茶杯。,She brought the cups in on a tray.,,,379,0
3932,端,耑,duān,old variant of 端[duān]/start/origin,6,6,17,1,2,她用托盘端来了茶杯。,She brought the cups in on a tray.,,,379,0
3933,盛,盛,chéng,to hold/to contain/to ladle/to pick up with a utensil,6,6,17,1,3,一片黄色和紫色的龙葵正开得很盛。,The nightshade was in its yellow and purple glory.,,,302,0
3934,东张西望,東張西望,dōng zhāng xī wàng,to look in all directions (idiom)/to glance around,6,6,17,1,4,小鸭子们好奇地东张西望。,The little ducklings look around curiously.,,,1,0
3935,企图,企圖,qǐ tú,to attempt/to try/attempt/CL:種|种[zhǒng],6,6,17,1,5,在坡顶绝不要企图超车。,Never attempt to overtake on the crest of a hill.,,,49,0
3936,动手,動手,dòng shǒu,to set about (a task)/to hit/to punch/to touch,6,6,17,1,6,咱们动手洗碗碟好吗？,Shall we attack the washing-up?,,,73,0
3937,纳闷儿,納悶兒,nà mèn r,erhua variant of 納悶|纳闷[nà mèn],6,6,17,1,7,她纳闷儿为什么他们没给她回信。,She wondered why they hadn't given her an answer.,,,0,0
3938,跳跃,跳躍,tiào yuè,to jump/to leap/to bound/to skip,6,6,17,1,8,小马在跳跃。,The little horse is bounding.,,,52,0
3939,瞄准,瞄準,miáo zhǔn,to take aim at/to target,6,6,17,1,9,他瞄准黑点，但没打中。,He aimed at the black spot and missed.,,,9,0
3940,鸽子,鴿子,gē zi,pigeon/dove/various birds of the family Columbidae,6,6,17,1,10,一大群鸽子,a large flock of pigeons,,,38,0
3941,视线,視線,shì xiàn,line of sight,6,6,17,1,11,挡人视线的倾盆大雨,blinding sheets of rain,,,30,0
3942,周边,周邊,zhōu biān,periphery/rim/surroundings/all around/perimeter/peripheral (computing)/spin-offs,6,6,17,1,12,中国与周边国家的军事关系有了进一步发展。,China has improved its military relations with its neighbouring countries.,,,174,0
3943,颤抖,顫抖,chàn dǒu,to shudder/to shiver/to shake/to tremble,6,6,17,1,13,钢轨继续微微颤抖着。,The rail continued to vibrate softly.,,,29,0
3944,确切,確切,què qiè,definite/exact/precise,6,6,17,1,14,他用词很不确切。,He is quite inexact in his choice of words.,,,96,0
3945,迟钝,遲鈍,chí dùn,slow in one's reactions/sluggish (in movement or thought),6,6,17,1,15,感冒使人味觉迟钝。,A cold dulls one's taste.,,,5,0
3946,迟缓,遲緩,chí huǎn,slow/sluggish,6,6,17,1,16,他的呼吸迟缓而困难。,His breathing is laboured.,,,26,0
3947,庞大,龐大,páng dà,huge/enormous/tremendous,6,6,17,1,17,他们提高物价来抵消庞大的开支。,They jump their prices to offset heavy expenditures.,,,59,0
3948,笨拙,笨拙,bèn zhuō,clumsy/awkward/stupid,6,6,17,1,18,他动作笨拙。,He is awkward in his movements.,,,2,0
3949,比方,比方,bǐ fang,analogy/instance/for instance,6,6,17,1,19,这个比方打得好。,The analogy was well meant.,,,33,0
3950,间隔,間隔,jiàn gé,compartment/gap/interval/to divide,6,6,17,1,20,平动的能级间隔极少。,The spacing of translational energy levels is very small.,,,22,0
3951,闪烁,閃爍,shǎn shuò,flickering/twinkling/evasive/vague (of speech),6,6,17,1,21,阳光在海湾的水面上闪烁。,Sunlight shimmers on the waters of the bay.,,,30,0
3952,视力,視力,shì lì,vision/eyesight,6,6,17,1,22,每人都应注意保护视力。,Everyone should pay attention to preserving his own eyesight.,,,52,0
3953,姑且,姑且,gū qiě,for the time being/tentatively,6,6,17,1,23,这里姑且都不讨论。,Let's leave that aside for the moment.,,,7,0
3954,文雅,文雅,wén yǎ,elegant/refined,6,6,17,1,24,年轻的王子们讲话十分文雅。,Young princes speak in courtly phrases.,,,2,0
3955,犬,犬,quǎn,dog,6,6,17,1,25,大型牧羊犬，用于警犬和导盲犬。,breed of large shepherd dogs used in police work and as a guide for the blind.,,,60,0
3956,系列,系列,xì liè,series/set,6,6,17,1,26,这被称为羊毛加工中的洗涤系列。,This is called the scouring train in wool processing.,,,858,0
3957,推论,推論,tuī lùn,to infer/inference/corollary/reasoned conclusion,6,6,17,1,27,他的推论毫无道理。,His reasoning didn't make any sense.,,,14,0
3958,本身,本身,běn shēn,itself/in itself/per se,6,6,17,1,28,做本身就是学习。,Doing is itself learning.,,,318,0
3959,新陈代谢,新陳代謝,xīn chén dài xiè,metabolism (biology)/the new replaces the old (idiom),6,6,17,1,29,增强身体机能，促进新陈代谢。,strengthen the physical function and promote metaBolism,,,34,0
3960,能量,能量,néng liàng,energy/capabilities,6,6,17,1,30,能量和原材料价格飞涨。,Energy and raw material costs are skyrocketing.,,,200,0
3961,论证,論證,lùn zhèng,to prove a point/to expound on/to demonstrate or prove (through argument)/proof,6,6,17,1,31,这些论证都是推理性的。,These arguments are theoretical.,,,151,0
3962,筛选,篩選,shāi xuǎn,to filter,6,6,17,1,32,文献筛选,document selection,,,163,0
3963,标记,標記,biāo jì,sign/mark/symbol/to mark up/(computing) token,6,6,17,1,33,我几乎看不见那个标记。,I can hardly see the mark.,,,139,0
3964,名次,名次,míng cì,position in a ranking of names/place/rank,6,6,17,1,34,他在班里的名次退到第五名。,He has dropped back to fifth in his class,,,10,0
3965,感慨,感慨,gǎn kǎi,"to sigh with sorrow, regret etc/rueful/deeply moved",6,6,17,1,35,她感慨地看着那张小小的白纸片。,She gazed at the slip of white paper with deep emotion.,,,20,0
3966,渺小,渺小,miǎo xiǎo,minute/tiny/negligible/insignificant,6,6,17,1,36,个人是渺小的,One man is no man,,,20,0
3967,攻击,攻擊,gōng jī,to attack/to accuse/to charge/an attack (terrorist or military),6,6,17,1,37,他和市民共同攻击市长。,He made common cause with the citizens in attacking the mayor.,,,271,0
3968,势必,勢必,shì bì,to be bound to/undoubtedly will,6,6,17,1,38,如果你酒后开车，势必会发生车祸。,You' re heading for an accident if you drink and drive.,,,40,0
3969,博大精深,博大精深,bó dà jīng shēn,wide-ranging and profound/broad and deep,6,6,17,1,39,他的学问博大精深。,He had extensive and profound knowledge.,,,8,0
3970,深奥,深奧,shēn ào,profound/abstruse/recondite/profoundly,6,6,17,1,40,深奥难解的问题,a bottomless problem,,,8,0
3971,无能为力,無能為力,wú néng wéi lì,impotent (idiom)/powerless/helpless,6,6,17,1,41,实在抱歉，我已无能为力了。,"I'm awfully sorry, I can't do anything more.",,,20,0
3972,实惠,實惠,shí huì,tangible benefit/material advantages/cheap/economical/advantageous (deal)/substantial (discount),6,6,17,1,42,这种茶39便士一包，很实惠。,This tea is good value at 39p a packet.,,,105,0
3973,个体,個體,gè tǐ,individual,6,6,17,1,43,属非农业的个体经营者有七百万人。,Some seven million non-farmers were self-employed.,,,59,0
3974,焦急,焦急,jiāo jí,anxiety/anxious,6,6,17,1,44,没有焦急的必要。,There is no call to be anxious.,,,16,0
3975,导向,導向,dǎo xiàng,to be oriented towards/orientation,6,6,17,扩展,,最后，结构必须反映市场的导向。,"Finally, structures have to reflect the market orientation.",,,16,0
3976,反思,反思,fǎn sī,to think back over sth/to review/to revisit/to rethink/reflection/reassessment,6,6,17,扩展,,最近我好几次反思这一段历程。,"Recently, my thoughts have taken me on a number of self-reflective journeys.",,,21,0
3977,和解,和解,hé jiě,to settle (a dispute out of court)/to reconcile/settlement/conciliation/to become reconciled,6,6,17,扩展,,那对分居的夫妻不可能和解。,The separated couple was irreconcilable.,,,51,0
3978,罢工,罷工,bà gōng,a strike/to go on strike,6,6,17,扩展,,基层非常支持这次罢工。,There was a great deal of rank and file supporting for the strike.,,,6,0
3979,苍白,蒼白,cāng bái,pale/wan,6,6,17,扩展,,她看上去病态的苍白。,She looked ghastly pale.,,,12,0
3980,陈列,陳列,chén liè,to display/to exhibit,6,6,17,扩展,,糕点陈列在橱窗中。,The cakes were displayed in the window.,,,3,0
3981,保养,保養,bǎo yǎng,to take good care of (or conserve) one's health/to keep in good repair/to maintain/maintenance,6,6,17,扩展,,好好保养你的身体。,Take good care of your health.,,,303,0
3982,表决,表決,biǎo jué,to decide by vote/to vote,6,6,17,扩展,,就一项动议进行表决,take a vote on a motion,,,5,0
3983,腐烂,腐爛,fǔ làn,to rot/to putrefy/(fig.) corrupt,6,6,17,扩展,,落叶逐渐地腐烂。,Fallen leaves gradually decompose.,,,13,0
3984,搏斗,搏鬥,bó dòu,to wrestle/to fight/to struggle,6,6,17,扩展,,船与风浪搏斗。,The ship combated with the wind and waves.,,,4,0
3985,腐蚀,腐蝕,fǔ shí,corrosion/to corrode (degrade chemically)/to rot/corruption,6,6,17,扩展,,强酸腐蚀金属。,Strong acids bite into metals.,,,26,0
3986,精华,精華,jīng huá,best feature/most important part of an object/quintessence/essence/soul,6,6,17,扩展,,取其精华,get [ skim ] the cream of,,,4104,0
3987,神奇,神奇,shén qí,magical/mystical/miraculous,6,6,18,1,1,它的机能之完美，真是神奇。,The functional perfection of its design is quite spellbinding.,,,200,0
3989,随即,隨即,suí jí,immediately/presently/following which,6,6,18,1,3,信号发出後车队随即出发。,"The signal was given, and the procession moved off.",,,97,0
3990,株,株,zhū,tree trunk/stump (tree root)/a plant/classifier for trees or plants/strain (biology)/to involve others (in shady business),6,6,18,1,4,这株植物因年久枯死。,The plant withered with age.,,,84,0
3991,粒,粒,lì,"grain/granule/classifier for small round things (peas, bullets, peanuts, pills, grains etc)",6,6,18,1,5,桥粒间的细胞质皱缩。,The cytoplasm between the desmosomal attachments shrinks.,,,179,0
3992,土壤,土壤,tǔ rǎng,soil,6,6,18,1,6,蚯蚓粉碎土壤中的无机物碎片。,Earthworms crush inorganic debris in soil.,,,27,0
3993,肥沃,肥沃,féi wò,fertile,6,6,18,1,7,肥料使土壤肥沃。,Fertilizers enrich the soil.,,,2,0
3994,滋润,滋潤,zī rùn,moist/humid/to moisten/to provide moisture/comfortably off,6,6,18,1,8,雨水滋润着干涸的田野。,The rain water soaks into the dry fields.,,,96,0
3995,照耀,照耀,zhào yào,to shine/to illuminate,6,6,18,1,9,阳光灿烂地照耀着。,The sun shone brightly.,,,69,0
3996,惊讶,驚訝,jīng yà,amazed/astonished/to surprise/amazing/astonishment/awe,6,6,18,1,10,她辞职的事大家都感到惊讶。,Her resignation came as a surprise/It came as a surprise when she resigned.,,,113,0
3997,愣,愣,lèng,to look distracted/to stare blankly/distracted/blank/(coll.) unexpectedly/rash/rashly,6,6,18,1,11,给查理颁奖时，他愣了好几分钟。,"When Charlie was given the prize, he was knocked off his feet for a few minutes.",,,17,0
3998,拔苗助长,拔苗助長,bá miáo zhù zhǎng,to spoil things through excessive enthusiasm (idiom),6,6,18,1,12,用这种方法教育下一代无异于拔苗助长。,To educate the young generation in such a way is just like making the rice shoots grow by pulling them up.,,,3,0
3999,宁愿,寧願,nìng yuàn,would rather/better,6,6,18,1,13,他说宁愿做这个，不愿做那个。,He preferred to do this rather than that.,,,81,0
4000,疲倦,疲倦,pí juàn,to tire/tired,6,6,18,1,14,病初出现疲倦。,Lassitude occurs early in the course of the disease.,,,54,0
4001,茎,莖,jīng,stalk/stem/CL:條|条[tiáo],6,6,18,1,15,茎锈病会使枝干衰弱。,Stem-rusts weaken branches and stems.,,,15,0
4002,幢,幢,zhuàng,classifier for buildings/carriage curtain (old),6,6,18,1,16,这幢房子需要大修。,The house needs major repairs.,,,13,0
4003,陡峭,陡峭,dǒu qiào,precipitous,6,6,18,1,17,陡峭的上山坡,the steep uprising of a hill,,,0,0
4004,挺拔,挺拔,tǐng bá,tall and straight,6,6,18,1,18,门前有两棵挺拔的白杨。,Two tall and straight poplars stand in front of the gate.,,,4,0
4005,茂盛,茂盛,mào shèng,lush,6,6,18,1,19,这种植物在热带国家生长茂盛。,This type of plant flourishes in hot countries.,,,5,0
4006,覆盖,覆蓋,fù gài,to cover,6,6,18,1,20,一场大雪覆盖了大地。,A heavy fall of snow covered the ground.,,,150,0
4007,水泥,水泥,shuǐ ní,cement/CL:袋[dài],6,6,18,1,21,水泥是由石灰石造成的。,Cement is made from limestone.,,,20,0
4008,朝气蓬勃,朝氣蓬勃,zhāo qì péng bó,full of youthful energy (idiom); vigorous/energetic/a bright spark,6,6,18,1,22,他们青春年少，朝气蓬勃。,"They are in their very first youth, full of youthful spirit.",,,3,0
4009,生机,生機,shēng jī,opportunity to live/to reprieve from death/life force/vitality,6,6,18,1,23,精力充沛和充满生机的,Vigorous and vital.,,,28,0
4010,花瓣,花瓣,huā bàn,petal/CL:片[piàn],6,6,18,1,24,似花瓣的，花瓣状的,Resembling a petal.,,,33,0
4011,点缀,點綴,diǎn zhuì,to decorate/to adorn/sprinkled/studded/only for show,6,6,18,1,25,树木点缀着景色。,Trees dot the landscape.,,,9,0
4012,协调,協調,xié tiáo,to coordinate/to harmonize/to fit together/to match (colors etc)/harmonious/concerted,6,6,18,1,26,各国政府应协调一致努力阻止毒品交易。,All governments should make a concerted effort to stop the drug trade.,,,122,0
4013,柔和,柔和,róu hé,gentle/soft,6,6,18,1,27,那画家把色彩抹得柔和些。,The artist muted the colors.,,,19,0
4014,分量,分量,fèn liang,quantity/weight/measure,6,6,18,1,28,他这话说得很有分量。,What he has said carries a lot of weight.,,,69,0
4015,悬挂,懸掛,xuán guà,to suspend/to hang/(vehicle) suspension,6,6,18,1,29,阳台上悬挂着欢迎的横幅。,Welcoming banners hung from the balcony.,,,43,0
4016,负担,負擔,fù dān,burden/to bear a burden,6,6,18,1,30,旅费由东道国负担。,All the traveling expenses will be borne by the host country.,,,115,0
4017,坠,墜,zhuì,to fall/to drop/to weigh down,6,6,18,1,31,像雨雪的混合物从空中坠下来。,precipitate as a mixture of rain and snow,,,39,0
4018,沉重,沉重,chén zhòng,heavy/hard/serious/critical,6,6,18,1,32,负载沉重的卡车,a heavily loaded truck,,,71,0
4019,节制,節制,jié zhì,to control/to restrict/to moderate/to temper/moderation/sobriety/to administer,6,6,18,1,33,有节制的人,a man of temperate habits,,,3,0
4020,辫子,辮子,biàn zi,"plait/braid/pigtail/a mistake or shortcoming that may be exploited by an opponent/handle/CL:根[gēn],條|条[tiáo]",6,6,18,1,34,她留辫子。,She plaits her hair.,,,12,0
4021,臂,臂,bì,arm,6,6,18,1,35,臂端有爪，呈张开状。,The ends of these arms are equipped with claws held in an open position.,,,82,0
4022,呵,呵,hē,expel breath/my goodness,6,6,18,1,36,呵，那再好不过了。,"Well, nothing is better than that.",,,28,0
4023,与日俱增,與日俱增,yǔ rì jù zēng,to increase steadily/to grow with each passing day,6,6,18,1,37,他的势力与日俱增。,His power is augmenting daily.,,,16,0
4024,梢,梢,shāo,tip of branch,6,6,18,1,38,感觉神经末梢。,sensory nerve ending,,,15,0
4025,垂直,垂直,chuí zhí,perpendicular/vertical,6,6,18,1,39,那架飞机垂直俯冲。,The aircraft dived steeply.,,,122,0
4026,吊,弔,diào,a string of 100 cash (arch.)/to lament/to condole with/variant of 吊[diào],6,6,18,1,40,桌上方吊着盏灯。,A lamp hangs over the table.,,,38,0
4026,吊,吊,diào,to suspend/to hang up/to hang a person,6,6,18,1,40,桌上方吊着盏灯。,A lamp hangs over the table.,,,38,0
